index,question,ground_truth_id,naive_id,tri_id,naive_hit,tri_hit,naive_conf_score,tri_conf_score
898,Does Mammographic Density have an Impact on the Margin Re-excision Rate After Breast-Conserving Surgery?,26471488,26471488,26471488,1,1,7.8106,7.8106
899,Are women who are treated for hypothyroidism at risk for pregnancy complications?,16647887,16647887,16647887,1,1,7.2549,7.2549
900,Internal derangement of the temporomandibular joint: is there still a place for ultrasound?,22668712,22668712,22668712,1,1,4.0500,4.0500
901,"Laparoscopic myomectomy: do size, number, and location of the myomas form limiting factors for laparoscopic myomectomy?",18439500,18439500,18439500,1,1,4.6922,4.6922
902,Is intensive chemotherapy safe for rural cancer patients?,23347337,23347337,23347337,1,1,7.8882,7.8882
903,Does sex affect the outcome of laparoscopic cholecystectomy?,22970993,8703145,22970993,0,1,1.0136,6.5059
904,Is atropine needed with ketamine sedation?,16498158,23495827,16498158,0,1,3.6484,4.9087
905,Does implant coating with antibacterial-loaded hydrogel reduce bacterial colonization and biofilm formation in vitro?,24622801,24622801,24622801,1,1,10.0321,10.0321
906,Do family physicians know the costs of medical care?,15000338,15000338,10496639,1,0,1.9885,2.7041
907,Combining process indicators to evaluate quality of care for surgical patients with colorectal cancer: are scores consistent with short-term outcome?,22491528,22491528,22491528,1,1,6.5295,6.5295
908,Can APC mutation analysis contribute to therapeutic decisions in familial adenomatous polyposis?,11247896,16110024,11247896,0,1,2.8109,5.5741
909,Do emergency medical services professionals think they should participate in disease prevention?,19145527,19145527,19145527,1,1,8.5733,8.5733
910,Is the ability to perform transurethral resection of the prostate influenced by the surgeon's previous experience?,18568239,18568239,18568239,1,1,6.2309,6.2309
911,Is there a differential in the dental health of new recruits to the British Armed Forces?,22075911,22075911,22075911,1,1,5.8579,5.8579
912,Is laparoscopic reoperation for failed antireflux surgery feasible?,10401824,10401824,11928012,1,0,4.5825,5.6129
913,Does exercise during pregnancy prevent postnatal depression?,21880023,21880023,21880023,1,1,8.6685,8.6685
914,Is endometrial polyp formation associated with increased expression of vascular endothelial growth factor and transforming growth factor-beta1?,21726930,21726930,21726930,1,1,8.3437,8.3437
915,Is human cytomegalovirus infection associated with hypertension?,22768311,22768311,22768311,1,1,8.4629,8.4629
916,Is it possible to stop treatment with nucleos(t)ide analogs in patients with e-antigen negative chronic hepatitis B?,25636371,25636371,25636371,1,1,7.8187,7.8187
917,Does radiotherapy around the time of pregnancy for Hodgkin's disease modify the risk of breast cancer?,15050326,15050326,15050326,1,1,6.8051,6.8051
918,Should displaced midshaft clavicular fractures be treated surgically?,23412195,23412195,25878304,1,0,3.8970,6.3783
919,Is laparoscopic cholecystectomy safe and acceptable as a day case procedure?,16968183,16968183,16968183,1,1,8.2449,8.2449
920,Is etoricoxib effective in preventing heterotopic ossification after primary total hip arthroplasty?,23359100,23359100,23359100,1,1,9.9651,9.9651
921,Should serum pancreatic lipase replace serum amylase as a biomarker of acute pancreatitis?,15943725,15943725,15943725,1,1,6.7382,6.7382
922,Rectal cancer threatening or affecting the prostatic plane: is partial prostatectomy oncologically adequate?,25735444,25735444,25735444,1,1,7.4690,7.4690
923,Does bone anchor fixation improve the outcome of percutaneous bladder neck suspension in female stress urinary incontinence?,9722752,9722752,9722752,1,1,7.4939,7.4939
924,Are intraoperative precursor events associated with postoperative major adverse events?,23870157,23870157,23870157,1,1,9.0806,9.0806
925,Does a family meetings intervention prevent depression and anxiety in family caregivers of dementia patients?,22303473,22303473,22303473,1,1,9.2592,9.2592
926,HIF1A as a major vascular endothelial growth factor regulator: do its polymorphisms have an association with age-related macular degeneration?,24995509,24995509,24995509,1,1,7.9123,7.9123
927,Is combined therapy more effective than growth hormone or hyperbaric oxygen alone in the healing of left ischemic and non-ischemic colonic anastomoses?,24270957,24270957,24270957,1,1,5.3881,5.3881
928,Does oxybutynin hydrochloride cause arrhythmia in children with bladder dysfunction?,23848044,23848044,23848044,1,1,6.0835,6.0835
929,"Do ""America's Best Hospitals"" perform better for acute myocardial infarction?",9920954,9920954,9920954,1,1,7.1435,7.1435
930,Does preoperative anemia adversely affect colon and rectal surgery outcomes?,21276532,21276532,21276532,1,1,6.5528,6.5528
931,Can early second-look tympanoplasty reduce the rate of conversion to modified radical mastoidectomy?,23379759,23379759,23379759,1,1,8.5484,8.5484
932,Is serum total bilirubin useful to differentiate cardioembolic stroke from other stroke subtypes?,25891436,25891436,25891436,1,1,8.4246,8.4246
933,Delayed imaging in routine CT examinations of the abdomen and pelvis: is it worth the additional cost of radiation and time?,24450673,24450673,24450673,1,1,4.8405,4.8405
934,"Suturing of the nasal septum after septoplasty, is it an effective alternative to nasal packing?",17914515,17914515,17914515,1,1,7.7610,7.7610
935,Have antiepileptic drug prescription claims changed following the FDA suicidality warning?,24739448,24739448,24739448,1,1,8.2728,8.2728
936,Does ossification of the posterior longitudinal ligament affect the neurological outcome after traumatic cervical cord injury?,19444061,19444061,19444061,1,1,7.5724,7.5724
937,Can distal ureteral diameter predict reflux resolution after endoscopic injection?,25669733,25669733,25669733,1,1,8.4912,8.4912
938,Is leptin involved in phagocytic NADPH oxidase overactivity in obesity?,20577124,20577124,20577124,1,1,7.9282,7.9282
939,Canada's Compassionate Care Benefit: is it an adequate public health response to addressing the issue of caregiver burden in end-of-life care?,21592383,21592383,21592383,1,1,7.8096,7.8096
940,Fatigue in primary Sjögren's syndrome: is there a link with the fibromyalgia syndrome?,11053064,11053064,11053064,1,1,5.5649,5.5649
941,Is laparoscopic sonography a reliable and sensitive procedure for staging colorectal cancer?,9745063,9745063,9745063,1,1,7.8592,7.8592
942,Is alexithymia a risk factor for unexplained physical symptoms in general medical outpatients?,11138995,11138995,15039507,1,0,7.8375,8.1055
943,Alcohol consumption and acute myocardial infarction: a benefit of alcohol consumed with meals?,15475728,15475728,15475728,1,1,5.7556,5.7556
944,Do mossy fibers release GABA?,12121321,12121321,12121321,1,1,7.5580,7.5580
945,The clinical significance of bile duct sludge: is it different from bile duct stones?,17342562,17342562,17342562,1,1,7.2849,7.2849
946,Can Ambu self-inflating bag and Neopuff infant resuscitator provide adequate and safe manual inflations for infants up to 10 kg weight?,28011794,28011794,28011794,1,1,7.1878,7.1878
947,Are IgM-enriched immunoglobulins an effective adjuvant in septic VLBW infants?,24098953,24098953,24098953,1,1,7.8126,7.8126
948,Is resected stomach volume related to weight loss after laparoscopic sleeve gastrectomy?,24827404,24827404,24827404,1,1,6.8420,6.8420
949,Resection of colorectal liver metastases after second-line chemotherapy: is it worthwhile?,28407529,28407529,21446046,1,0,6.0518,6.8333
950,Do ART patients face higher C-section rates during their stage of delivery?,27928673,19016358,27928673,0,1,-4.0201,6.7140
951,Does a preoperative medically supervised weight loss program improve bariatric surgery outcomes?,22011946,22011946,22011946,1,1,8.4953,8.4953
952,Is solitary kidney really more resistant to ischemia?,23517744,23517744,23517744,1,1,6.2899,6.2899
953,Neck pain treatment with acupuncture: does the number of needles matter?,20842006,20842006,20842006,1,1,4.3221,4.3221
954,Does fluoridation reduce the use of dental services among adults?,9140335,9140335,9140335,1,1,8.4022,8.4022
955,Pertrochanteric fractures: is there an advantage to an intramedullary nail?,12142826,12142826,12142826,1,1,5.2528,5.2528
956,SPECT study with I-123-Ioflupane (DaTSCAN) in patients with essential tremor. Is there any correlation with Parkinson's disease?,22382608,22382608,22382608,1,1,5.8108,5.8108
957,Are the GFRUP's recommendations for withholding or withdrawing treatments in critically ill children applicable?,17329379,17329379,17329379,1,1,2.2397,2.2397
958,Is inhaled prophylactic heparin useful for prevention and Management of Pneumonia in ventilated ICU patients?,27288618,27288618,27288618,1,1,7.6064,7.6064
959,Is the h-index predictive of greater NIH funding success among academic radiologists?,21873082,21873082,21873082,1,1,9.1136,9.1136
960,Is minimally invasive mitral valve repair with artificial chords reproducible and applicable in routine surgery?,25810292,25810292,25810292,1,1,8.0576,8.0576
961,"Does obesity predict knee pain over fourteen years in women, independently of radiographic changes?",21739621,21739621,21739621,1,1,5.4389,5.4389
962,Do liquid-based preparations of urinary cytology perform differently than classically prepared cases?,20073599,20073599,20073599,1,1,7.4796,7.4796
963,Outcomes of severely injured adult trauma patients in an Australian health service: does trauma center level make a difference?,21845457,21845457,21845457,1,1,6.1185,6.1185
964,Does a well developed collateral circulation predispose to restenosis after percutaneous coronary intervention?,16216859,16216859,16216859,1,1,9.5493,9.5493
965,Are home sampling kits for sexually transmitted infections acceptable among men who have sex with men?,19103915,19103915,19103915,1,1,8.9726,8.9726
966,Does route of delivery affect maternal and perinatal outcome in women with eclampsia?,22521460,22521460,22521460,1,1,7.9213,7.9213
967,Surgical management of the atherosclerotic ascending aorta: is endoaortic balloon occlusion safe?,17062234,17062234,17062234,1,1,5.5238,5.5238
968,Estradiol and Antagonist Pretreatment Prior to Microdose Leuprolide in in Vitro Fertilization. Does It Improve IVF Outcomes in Poor Responders as Compared to Oral Contraceptive Pill?,26126304,26126304,26126304,1,1,7.0230,7.0230
969,Are opioid dependence and methadone maintenance treatment (MMT) documented in the medical record?,19578820,19578820,19578820,1,1,9.2713,9.2713
970,Can teaching medical students to investigate medication errors change their attitudes towards patient safety?,21228436,21228436,21228436,1,1,8.4887,8.4887
971,Has the prevalence of health care services use increased over the last decade (2001-2009) in elderly people?,23972333,23972333,23972333,1,1,6.6761,6.6761
972,Does high-dose radiotherapy benefit palliative lung cancer patients?,23719685,23719685,27553602,1,0,-0.4460,0.3924
973,Is endothelin-1 an aggravating factor in the development of acute pancreatitis?,11601252,16698594,11601252,0,1,1.4505,5.1337
974,"Malnutrition, a new inducer for arterial calcification in hemodialysis patients?",23506394,23506394,23506394,1,1,6.0322,6.0322
975,Does glomerular hyperfiltration in pregnancy damage the kidney in women with more parities?,19575307,19575307,19575307,1,1,7.6885,7.6885
976,Subclavian steal syndrome: can the blood pressure difference between arms predict the severity of steal?,11977907,11977907,11977907,1,1,3.9995,3.9995
977,Can the Internet be used to improve sexual health awareness in web-wise young people?,12626177,12626177,12626177,1,1,3.8302,3.8302
978,Is eligibility for a chemotherapy protocol a good prognostic factor for invasive bladder cancer after radical cystectomy?,15483019,15483019,15483019,1,1,9.8999,9.8999
979,Does a geriatric oncology consultation modify the cancer treatment plan for elderly patients?,18693227,18693227,18693227,1,1,8.1112,8.1112
980,Does left atrial appendage (LAA) occlusion device alter the echocardiography and electrocardiogram parameters in patients with atrial fibrillation?,27131771,27131771,27131771,1,1,9.4218,9.4218
981,Can ki-67 play a role in prediction of breast cancer patients' response to neoadjuvant chemotherapy?,24783217,24783217,24783217,1,1,8.3832,8.3832
982,Intravenous administration of metoclopramide by 2 min bolus vs 15 min infusion: does it affect the improvement of headache while reducing the side effects?,17916877,17916877,17916877,1,1,6.4786,6.4786
983,Is the breast best for children with a family history of atopy?,8375607,8375607,8375607,1,1,6.1689,6.1689
984,Does escalation of the apical dose change treatment outcome in beta-radiation of posterior choroidal melanomas with 106Ru plaques?,11955750,11955750,11955750,1,1,5.4770,5.4770
985,Does septoplasty change the dimensions of compensatory hypertrophy of the middle turbinate?,27040842,27040842,27040842,1,1,9.2980,9.2980
986,Can patient coaching reduce racial/ethnic disparities in cancer pain control?,17244100,17244100,17244100,1,1,9.1920,9.1920
987,Does prior benign prostate biopsy predict outcome for patients treated with radical perineal prostatectomy?,15708048,15708048,15708048,1,1,9.4472,9.4472
988,Does patient position during liver surgery influence the risk of venous air embolism?,11438275,11438275,11438275,1,1,9.6962,9.6962
989,Do Indigenous Australians age prematurely?,22513023,22513023,22513023,1,1,9.0966,9.0966
990,Are tuberculosis patients adherent to prescribed treatments in China?,27146470,27146470,27146470,1,1,7.7057,7.7057
991,Ultrasound in squamous cell carcinoma of the penis; a useful addition to clinical staging?,8165771,8165771,8165771,1,1,7.0000,7.0000
992,Do oblique views add value in the diagnosis of spondylolysis in adolescents?,23677366,23677366,23677366,1,1,6.1493,6.1493
993,Are many colorectal cancers due to missed adenomas?,19237087,19237087,19237087,1,1,7.8225,7.8225
994,Does desflurane alter left ventricular function when used to control surgical stimulation during aortic surgery?,10456814,10456814,10456814,1,1,6.2975,6.2975
995,Does gestational age misclassification explain the difference in birthweights for Australian aborigines and whites?,8921484,8921484,8921484,1,1,7.1264,7.1263
996,Is there any interest to perform ultrasonography in boys with undescended testis?,16564683,16564683,16564683,1,1,5.9994,5.9994
997,Is peak concentration needed in therapeutic drug monitoring of vancomycin?,23147106,23147106,23147106,1,1,7.6748,7.6748
998,Can autologous platelet-rich plasma gel enhance healing after surgical extraction of mandibular third molars?,21550158,21550158,21550158,1,1,6.5387,6.5387
999,Are sugars-free medicines more erosive than sugars-containing medicines?,17559449,17559449,17559449,1,1,5.7630,5.7630
